DATE,TOTBKCR
1973-01-03,567.2553
1973-01-10,565.5054
1973-01-17,565.3477
1973-01-24,565.1737
1973-01-31,569.7089
1973-02-07,571.2254
1973-02-14,573.5717
1973-02-21,574.7042
1973-02-28,577.518
1973-03-07,581.5757
1973-03-14,582.7181
1973-03-21,584.2137
1973-03-28,586.1701
1973-04-04,587.5392
1973-04-11,589.1442
1973-04-18,589.1377
1973-04-25,591.1341
1973-05-02,593.4399
1973-05-09,594.5321
1973-05-16,594.4818
1973-05-23,595.4865
1973-05-30,598.963
1973-06-06,601.5
1973-06-13,602.8771
1973-06-20,603.5501
1973-06-27,605.4626
1973-07-04,606.8473
1973-07-11,609.9411
1973-07-18,608.9051
1973-07-25,610.7133
1973-08-01,613.3477
1973-08-08,614.9775
1973-08-15,618.6221
1973-08-22,615.5519
1973-08-29,616.2351
1973-09-05,620.4894
1973-09-12,621.1427
1973-09-19,620.4723
1973-09-26,622.0711
1973-10-03,623.3404
1973-10-10,626.2011
1973-10-17,623.7863
1973-10-24,625.8254
1973-10-31,627.4142
1973-11-07,632.1742
1973-11-14,629.6947
1973-11-21,631.272
1973-11-28,631.6332
1973-12-05,636.3865
1973-12-12,638.7466
1973-12-19,640.099
1973-12-26,645.2428
1974-01-02,644.9049
1974-01-09,643.2164
1974-01-16,644.2714
1974-01-23,645.1132
1974-01-30,645.0434
1974-02-06,647.3202
1974-02-13,646.7248
1974-02-20,648.1402
1974-02-27,649.7123
1974-03-06,654.7801
1974-03-13,655.7101
1974-03-20,657.4908
1974-03-27,660.8952
1974-04-03,666.7548
1974-04-10,668.9034
1974-04-17,671.3413
1974-04-24,670.7133
1974-05-01,674.2538
1974-05-08,673.7612
1974-05-15,675.6747
1974-05-22,674.9901
1974-05-29,676.3028
1974-06-05,679.3084
1974-06-12,681.1222
1974-06-19,682.6979
1974-06-26,683.8853
1974-07-03,686.078
1974-07-10,686.1277
1974-07-17,686.2906
1974-07-24,686.3538
1974-07-31,690.3408
1974-08-07,691.0397
1974-08-14,690.9209
1974-08-21,690.7183
1974-08-28,692.2409
1974-09-04,692.9515
1974-09-11,695.0395
1974-09-18,694.152
1974-09-25,691.9667
1974-10-02,692.5638
1974-10-09,693.7354
1974-10-16,693.917
1974-10-23,693.2164
1974-10-30,693.5605
1974-11-06,694.599
1974-11-13,696.7992
1974-11-20,696.5027
1974-11-27,696.6358
1974-12-04,700.3472
1974-12-11,701.414
1974-12-18,703.4548
1974-12-25,704.0068
1975-01-01,707.1556
1975-01-08,703.5225
1975-01-15,701.7357
1975-01-22,698.1405
1975-01-29,696.8606
1975-02-05,697.2
1975-02-12,693.9701
1975-02-19,697.3089
1975-02-26,696.0499
1975-03-05,700.4742
1975-03-12,700.9701
1975-03-19,700.7331
1975-03-26,699.6054
1975-04-02,700.431
1975-04-09,703.3214
1975-04-16,705.2144
1975-04-23,702.9919
1975-04-30,704.9045
1975-05-07,705.2927
1975-05-14,704.2365
1975-05-21,704.6976
1975-05-28,705.0104
1975-06-04,706.0105
1975-06-11,709.2187
1975-06-18,710.1087
1975-06-25,708.7019
1975-07-02,709.4179
1975-07-09,710.0552
1975-07-16,708.9294
1975-07-23,709.0077
1975-07-30,709.613
1975-08-06,711.0877
1975-08-13,711.468
1975-08-20,712.7599
1975-08-27,712.043
1975-09-03,714.971
1975-09-10,716.8982
1975-09-17,717.3362
1975-09-24,717.0995
1975-10-01,720.3392
1975-10-08,720.4281
1975-10-15,720.0774
1975-10-22,720.0509
1975-10-29,719.4138
1975-11-05,720.9696
1975-11-12,721.0585
1975-11-19,721.2255
1975-11-26,726.6598
1975-12-03,726.9881
1975-12-10,730.2733
1975-12-17,733.5308
1975-12-24,734.3924
1975-12-31,738.2839
1976-01-07,730.5494
1976-01-14,730.6658
1976-01-21,729.2212
1976-01-28,729.9663
1976-02-04,731.0805
1976-02-11,730.456
1976-02-18,733.2271
1976-02-25,731.92
1976-03-03,734.0081
1976-03-10,737.6557
1976-03-17,738.9317
1976-03-24,739.5316
1976-03-31,740.1142
1976-04-07,741.5661
1976-04-14,743.5574
1976-04-21,745.7793
1976-04-28,744.6244
1976-05-05,744.3747
1976-05-12,745.082
1976-05-19,748.3544
1976-05-26,748.2618
1976-06-02,752.1742
1976-06-09,752.7434
1976-06-16,753.896
1976-06-23,752.8462
1976-06-30,757.8391
1976-07-07,752.8198
1976-07-14,754.5687
1976-07-21,755.0462
1976-07-28,754.2612
1976-08-04,755.655
1976-08-11,758.2642
1976-08-18,760.461
1976-08-25,760.4326
1976-09-01,761.958
1976-09-08,760.1676
1976-09-15,764.3446
1976-09-22,765.9532
1976-09-29,767.2831
1976-10-06,770.273
1976-10-13,769.9942
1976-10-20,772.8405
1976-10-27,773.9386
1976-11-03,775.4842
1976-11-10,775.3244
1976-11-17,781.3701
1976-11-24,782.1475
1976-12-01,785.6417
1976-12-08,788.7363
1976-12-15,793.2252
1976-12-22,794.4618
1976-12-29,796.7592
1977-01-05,793.3387
1977-01-12,794.1697
1977-01-19,794.1092
1977-01-26,792.0722
1977-02-02,793.2889
1977-02-09,795.0884
1977-02-16,798.8105
1977-02-23,798.8051
1977-03-02,802.6789
1977-03-09,805.3608
1977-03-16,808.9079
1977-03-23,808.3654
1977-03-30,808.9481
1977-04-06,813.1719
1977-04-13,813.5698
1977-04-20,818.4968
1977-04-27,817.8338
1977-05-04,819.8767
1977-05-11,821.7338
1977-05-18,823.1978
1977-05-25,824.1922
1977-06-01,826.3744
1977-06-08,828.051
1977-06-15,832.5348
1977-06-22,830.813
1977-06-29,832.7858
1977-07-06,831.7431
1977-07-13,834.049
1977-07-20,836.8743
1977-07-27,836.7833
1977-08-03,839.0736
1977-08-10,841.4877
1977-08-17,843.131
1977-08-24,843.1551
1977-08-31,846.0543
1977-09-07,849.5581
1977-09-14,850.0069
1977-09-21,852.0581
1977-09-28,852.7453
1977-10-05,852.9159
1977-10-12,855.1299
1977-10-19,858.9331
1977-10-26,860.043
1977-11-02,861.6313
1977-11-09,863.6474
1977-11-16,865.8598
1977-11-23,866.5754
1977-11-30,868.997
1977-12-07,873.3249
1977-12-14,875.2132
1977-12-21,880.2024
1977-12-28,881.8564
1978-01-04,881.2524
1978-01-11,882.266
1978-01-18,879.8093
1978-01-25,881.9196
1978-02-01,884.2041
1978-02-08,886.8839
1978-02-15,887.606
1978-02-22,888.4432
1978-03-01,893.3942
1978-03-08,897.595
1978-03-15,901.551
1978-03-22,900.8647
1978-03-29,903.1088
1978-04-05,907.9003
1978-04-12,910.7129
1978-04-19,914.4345
1978-04-26,914.9229
1978-05-03,916.1701
1978-05-10,918.3617
1978-05-17,918.832
1978-05-24,921.1077
1978-05-31,927.5734
1978-06-07,930.7082
1978-06-14,932.0811
1978-06-21,934.9719
1978-06-28,937.5672
1978-07-05,938.9497
1978-07-12,940.137
1978-07-19,941.296
1978-07-26,944.4363
1978-08-02,944.782
1978-08-09,944.828
1978-08-16,948.0567
1978-08-23,949.6705
